loc_start;loc_end;time
LOC880;LOC401;4
LOC940;LOC364;92
LOC763;LOC269;50
LOC452;LOC695;27
LOC825;LOC513;97
LOC508;LOC295;40
LOC948;LOC22;18
LOC782;LOC701;58
LOC845;LOC878;75
LOC604;LOC960;99
LOC296;LOC329;54
LOC444;LOC86;21
LOC835;LOC691;81
LOC184;LOC149;83
LOC927;LOC398;95
LOC795;LOC649;45
LOC87;LOC408;79
LOC702;LOC514;48
LOC318;LOC443;7
LOC553;LOC667;41
LOC292;LOC52;48
LOC914;LOC322;81
LOC191;LOC126;24
LOC36;LOC220;85
LOC640;LOC273;38
LOC212;LOC540;67
LOC230;LOC115;54
LOC990;LOC472;29
LOC109;LOC60;20
LOC615;LOC905;35
LOC397;LOC904;4
LOC108;LOC283;99
LOC999;LOC505;69
LOC343;LOC169;62
LOC672;LOC326;51
LOC792;LOC912;12
LOC572;LOC169;48
LOC587;LOC184;63
LOC795;LOC726;57
LOC88;LOC300;91
LOC690;LOC19;49
LOC799;LOC729;9
LOC414;LOC799;57
LOC448;LOC492;52
LOC570;LOC229;23
LOC581;LOC772;6
LOC389;LOC976;7
LOC996;LOC864;81
LOC413;LOC106;53
LOC907;LOC476;21
LOC501;LOC191;95
LOC514;LOC969;73
LOC427;LOC411;13
LOC154;LOC603;88
LOC318;LOC294;4
LOC446;LOC497;57
LOC566;LOC744;47
LOC386;LOC497;25
LOC736;LOC418;72
LOC641;LOC699;76
LOC304;LOC230;86
LOC358;LOC58;45
LOC842;LOC105;46
LOC417;LOC457;78
LOC128;LOC251;66
LOC323;LOC208;54
LOC939;LOC605;92
LOC735;LOC969;1
LOC224;LOC64;92
LOC490;LOC128;52
LOC300;LOC808;59
LOC222;LOC587;80
LOC645;LOC573;94
LOC22;LOC137;40
LOC351;LOC528;17
LOC319;LOC980;28
LOC861;LOC625;27
LOC362;LOC952;18
LOC491;LOC241;100
LOC120;LOC219;29
LOC291;LOC435;59
LOC1000;LOC276;16
LOC856;LOC256;66
LOC228;LOC248;58
LOC794;LOC123;44
LOC415;LOC12;95
LOC77;LOC973;43
LOC324;LOC458;22
LOC973;LOC53;19
LOC763;LOC519;49
LOC170;LOC250;13
LOC512;LOC906;12
LOC397;LOC450;36
LOC944;LOC984;83
LOC452;LOC654;19
LOC413;LOC875;80
LOC741;LOC515;41
LOC904;LOC581;36
LOC545;LOC64;21
LOC107;LOC163;53
LOC682;LOC362;2
LOC172;LOC107;32
LOC773;LOC348;25
LOC319;LOC746;47
LOC423;LOC710;99
LOC443;LOC866;97
LOC782;LOC253;17
LOC226;LOC229;66
LOC738;LOC5;58
LOC667;LOC491;30
LOC405;LOC334;76
LOC414;LOC189;42
LOC331;LOC865;71
LOC122;LOC995;42
LOC261;LOC189;86
LOC736;LOC63;79
LOC244;LOC814;58
LOC74;LOC40;53
LOC256;LOC424;95
LOC726;LOC983;10
LOC251;LOC868;72
LOC208;LOC634;84
LOC326;LOC489;96
LOC799;LOC828;42
LOC301;LOC846;24
LOC508;LOC655;96
LOC73;LOC246;7
LOC335;LOC181;43
LOC435;LOC842;66
LOC932;LOC56;18
LOC853;LOC246;39
LOC271;LOC583;43
LOC913;LOC612;87
LOC908;LOC910;61
LOC636;LOC202;18
LOC953;LOC289;12
LOC102;LOC457;6
LOC745;LOC340;84
LOC94;LOC666;51
LOC315;LOC874;27
LOC106;LOC398;16
LOC220;LOC970;75
LOC737;LOC115;69
LOC693;LOC960;64
LOC94;LOC273;73
LOC1;LOC591;96
LOC676;LOC162;25
LOC490;LOC863;71
LOC334;LOC496;30
LOC921;LOC442;18
LOC613;LOC73;41
LOC888;LOC707;58
LOC405;LOC970;52
LOC237;LOC363;22
LOC940;LOC639;31
LOC928;LOC777;87
LOC737;LOC574;31
LOC996;LOC486;79
LOC111;LOC851;13
LOC329;LOC661;22
LOC403;LOC125;100
LOC65;LOC833;74
LOC967;LOC163;32
LOC284;LOC688;3
LOC298;LOC1000;69
LOC656;LOC167;2
LOC537;LOC157;88
LOC484;LOC300;90
LOC339;LOC749;63
LOC571;LOC330;27
LOC605;LOC33;77
LOC529;LOC492;79
LOC669;LOC317;48
LOC849;LOC811;80
LOC138;LOC919;87
LOC525;LOC962;61
LOC284;LOC191;33
LOC669;LOC930;62
LOC111;LOC287;55
LOC737;LOC112;34
LOC950;LOC883;74
LOC521;LOC687;100
LOC724;LOC868;54
LOC960;LOC19;26
LOC393;LOC95;45
LOC575;LOC753;56
LOC562;LOC614;61
LOC618;LOC227;28
LOC584;LOC911;75
LOC550;LOC197;23
LOC60;LOC448;56
LOC713;LOC5;52
LOC816;LOC435;24
LOC757;LOC168;14
LOC710;LOC738;98
LOC146;LOC764;38
LOC300;LOC185;23
LOC995;LOC990;89
LOC811;LOC322;97
LOC669;LOC370;2
LOC567;LOC610;34
LOC31;LOC302;100
LOC257;LOC937;40
LOC525;LOC918;36
LOC539;LOC426;77
LOC487;LOC348;58
LOC84;LOC676;97
LOC875;LOC358;73
LOC257;LOC499;42
LOC785;LOC923;38
LOC603;LOC553;64
LOC425;LOC408;82
LOC570;LOC77;52
LOC866;LOC583;26
LOC882;LOC834;86
LOC824;LOC335;40
LOC417;LOC282;21
LOC971;LOC692;62
LOC229;LOC785;85
LOC363;LOC755;26
LOC834;LOC969;85
LOC114;LOC702;57
LOC848;LOC733;63
LOC568;LOC642;47
LOC425;LOC822;2
LOC36;LOC455;80
LOC841;LOC487;4
LOC502;LOC827;58
LOC855;LOC779;93
LOC202;LOC945;71
LOC938;LOC685;12
LOC311;LOC276;58
LOC659;LOC177;32
LOC965;LOC209;10
LOC347;LOC290;56
LOC426;LOC547;27
LOC139;LOC279;99
LOC561;LOC361;95
LOC515;LOC91;90
LOC622;LOC71;20
LOC754;LOC562;94
LOC118;LOC532;96
LOC27;LOC478;68
LOC100;LOC377;56
LOC763;LOC219;46
LOC158;LOC411;89
LOC246;LOC785;74
LOC812;LOC626;63
LOC817;LOC25;38
LOC996;LOC592;22
LOC967;LOC555;48
LOC386;LOC213;44
LOC574;LOC209;82
LOC377;LOC769;40
LOC958;LOC858;96
LOC310;LOC704;81
LOC639;LOC253;42
LOC87;LOC5;59
LOC361;LOC667;32
LOC148;LOC434;91
LOC907;LOC303;48
LOC979;LOC268;51
LOC238;LOC240;28
LOC996;LOC916;14
LOC468;LOC983;46
LOC626;LOC414;86
LOC985;LOC725;80
LOC963;LOC134;42
LOC157;LOC881;73
LOC47;LOC288;83
LOC988;LOC1;60
LOC583;LOC32;24
LOC66;LOC302;83
LOC931;LOC561;45
LOC658;LOC21;23
LOC143;LOC187;83
LOC202;LOC323;94
LOC21;LOC727;84
LOC735;LOC371;25
LOC326;LOC511;31
LOC474;LOC390;97
LOC765;LOC138;83
LOC579;LOC645;79
LOC789;LOC497;62
LOC994;LOC54;33
LOC812;LOC172;26
LOC623;LOC35;27
LOC959;LOC928;51
LOC843;LOC73;59
LOC152;LOC365;64
LOC528;LOC685;70
LOC496;LOC67;38
LOC327;LOC91;43
LOC16;LOC404;51
LOC353;LOC341;24
LOC92;LOC370;65
LOC313;LOC603;13
LOC423;LOC270;94
LOC556;LOC945;65
LOC160;LOC463;37
LOC93;LOC749;40
LOC70;LOC793;31
LOC798;LOC509;77
LOC490;LOC289;33
LOC456;LOC983;70
LOC869;LOC443;4
LOC191;LOC131;32
LOC518;LOC135;48
LOC488;LOC874;19
LOC337;LOC960;68
LOC495;LOC378;9
LOC829;LOC839;7
LOC665;LOC708;78
LOC92;LOC387;46
LOC717;LOC203;37
LOC392;LOC689;20
LOC725;LOC210;77
LOC307;LOC932;19
LOC949;LOC558;78
LOC697;LOC4;92
LOC927;LOC226;9
LOC802;LOC709;51
LOC282;LOC312;73
LOC365;LOC328;96
LOC577;LOC438;7
LOC817;LOC327;91
LOC602;LOC128;47
LOC284;LOC839;63
LOC532;LOC594;45
LOC469;LOC797;23
LOC107;LOC594;36
LOC31;LOC712;51
LOC988;LOC456;45
LOC952;LOC922;96
LOC21;LOC389;51
LOC506;LOC445;75
LOC696;LOC119;33
LOC811;LOC43;19
LOC283;LOC689;19
LOC838;LOC703;47
LOC902;LOC615;6
LOC811;LOC228;46
LOC676;LOC535;38
LOC179;LOC999;17
LOC496;LOC579;8
LOC553;LOC173;69
LOC563;LOC237;40
LOC457;LOC800;73
LOC412;LOC81;85
LOC626;LOC844;82
LOC56;LOC93;56
LOC408;LOC55;87
LOC806;LOC986;46
LOC329;LOC379;34
LOC58;LOC642;100
LOC570;LOC19;55
LOC832;LOC62;86
LOC969;LOC132;32
LOC67;LOC746;30
LOC862;LOC255;9
LOC955;LOC624;100
LOC54;LOC38;84
LOC555;LOC557;5
LOC489;LOC214;4
LOC486;LOC276;39
LOC610;LOC758;17
LOC343;LOC366;85
LOC487;LOC844;100
LOC464;LOC481;62
LOC450;LOC962;36
LOC994;LOC316;55
LOC701;LOC803;80
LOC506;LOC463;75
LOC708;LOC145;78
LOC235;LOC133;32
LOC842;LOC714;31
LOC704;LOC365;46
LOC918;LOC630;83
LOC695;LOC442;78
LOC480;LOC443;77
LOC531;LOC660;61
LOC772;LOC792;42
LOC196;LOC992;12
LOC832;LOC95;42
LOC164;LOC491;60
LOC658;LOC211;34
LOC486;LOC219;47
LOC707;LOC902;91
LOC641;LOC471;64
LOC692;LOC573;68
LOC89;LOC622;6
LOC940;LOC733;13
LOC623;LOC497;54
LOC768;LOC544;81
LOC986;LOC127;24
LOC896;LOC494;34
LOC231;LOC309;61
LOC390;LOC17;62
LOC703;LOC988;84
LOC660;LOC407;77
LOC368;LOC464;85
LOC505;LOC684;40
LOC776;LOC136;12
LOC659;LOC976;89
LOC473;LOC567;48
LOC948;LOC721;70
LOC369;LOC908;68
LOC95;LOC134;59
LOC662;LOC414;31
LOC126;LOC186;98
LOC588;LOC818;67
LOC193;LOC942;69
LOC217;LOC770;33
LOC148;LOC670;4
LOC172;LOC370;36
LOC864;LOC970;41
LOC502;LOC559;17
LOC282;LOC71;47
LOC496;LOC420;21
LOC865;LOC39;24
LOC950;LOC318;90
LOC364;LOC457;25
LOC843;LOC840;32
LOC722;LOC938;6
LOC904;LOC92;6
LOC471;LOC306;18
LOC966;LOC94;12
LOC495;LOC912;42
LOC811;LOC94;13
LOC705;LOC970;67
LOC644;LOC940;65
LOC593;LOC112;76
LOC343;LOC858;99
LOC771;LOC623;97
LOC190;LOC612;84
LOC616;LOC255;22
LOC34;LOC296;99
LOC623;LOC325;45
LOC344;LOC811;44
LOC524;LOC19;8
LOC642;LOC320;73
LOC32;LOC221;59
LOC239;LOC799;83
LOC57;LOC484;68
LOC852;LOC172;7
LOC749;LOC954;10
LOC316;LOC40;44
LOC685;LOC740;86
LOC559;LOC607;5
LOC685;LOC952;69
LOC472;LOC133;50
LOC806;LOC557;24
LOC425;LOC593;19
LOC231;LOC312;67
LOC23;LOC791;56
LOC601;LOC263;66
LOC956;LOC422;32
LOC506;LOC153;98
LOC989;LOC673;11
LOC620;LOC771;95
LOC774;LOC270;71
LOC218;LOC542;100
LOC594;LOC623;57
LOC686;LOC217;88
LOC100;LOC491;8
LOC355;LOC198;40
LOC516;LOC921;51
LOC783;LOC600;15
LOC348;LOC569;28
LOC618;LOC386;55
LOC532;LOC989;49
LOC674;LOC101;18
LOC477;LOC447;42
LOC183;LOC353;78
LOC867;LOC303;90
LOC369;LOC87;32
LOC26;LOC755;14
LOC526;LOC678;60
LOC247;LOC80;50
LOC728;LOC175;92
LOC880;LOC894;24
LOC111;LOC275;55
LOC567;LOC278;19
LOC260;LOC125;35
LOC648;LOC783;38
LOC320;LOC631;67
LOC262;LOC217;14
LOC21;LOC998;7
LOC227;LOC723;44
LOC705;LOC756;84
LOC819;LOC152;12
LOC637;LOC807;61
LOC312;LOC308;80
LOC678;LOC570;88
LOC968;LOC792;37
LOC447;LOC881;16
LOC627;LOC356;8
LOC625;LOC198;31
LOC772;LOC431;11
LOC827;LOC931;51
LOC1;LOC624;31
LOC420;LOC769;50
LOC123;LOC697;62
LOC189;LOC322;3
LOC815;LOC765;93
LOC503;LOC20;8
LOC193;LOC952;54
LOC806;LOC189;49
LOC248;LOC154;49
LOC105;LOC215;94
LOC748;LOC574;95
LOC676;LOC936;64
LOC790;LOC690;82
LOC343;LOC222;87
LOC112;LOC487;95
LOC81;LOC432;79
LOC478;LOC486;61
LOC781;LOC486;75
LOC865;LOC378;89
LOC113;LOC212;59
LOC866;LOC436;38
LOC868;LOC112;46
LOC967;LOC845;99
LOC957;LOC863;62
LOC966;LOC197;35
LOC804;LOC254;53
LOC367;LOC29;60
LOC688;LOC964;81
LOC361;LOC601;94
LOC342;LOC775;27
LOC37;LOC111;36
LOC27;LOC431;4
LOC109;LOC526;94
LOC255;LOC224;36
LOC936;LOC941;50
LOC198;LOC929;27
LOC450;LOC610;54
LOC446;LOC859;64
LOC753;LOC33;39
LOC214;LOC589;58
LOC330;LOC352;73
LOC869;LOC234;73
LOC705;LOC830;2
LOC199;LOC860;40
LOC439;LOC105;22
LOC624;LOC900;100
LOC465;LOC529;47
LOC829;LOC496;99
LOC146;LOC468;11
LOC119;LOC821;3
LOC292;LOC461;41
LOC828;LOC292;74
LOC490;LOC298;39
LOC651;LOC158;34
LOC621;LOC828;30
LOC333;LOC280;68
LOC720;LOC649;22
LOC853;LOC460;67
LOC682;LOC541;73
LOC355;LOC733;97
LOC346;LOC506;52
LOC927;LOC21;36
LOC89;LOC797;12
LOC625;LOC938;95
LOC104;LOC610;83
LOC115;LOC47;48
LOC198;LOC18;50
LOC116;LOC610;84
LOC55;LOC928;1
LOC925;LOC59;17
LOC117;LOC807;5
LOC349;LOC944;47
LOC18;LOC534;95
LOC529;LOC232;21
LOC262;LOC548;13
LOC306;LOC346;33
LOC483;LOC883;85
LOC689;LOC513;35
LOC541;LOC329;6
LOC992;LOC961;18
LOC2;LOC33;98
LOC363;LOC831;30
LOC282;LOC106;86
LOC700;LOC951;82
LOC336;LOC884;35
LOC807;LOC73;63
LOC949;LOC826;76
LOC428;LOC213;94
LOC674;LOC41;5
LOC558;LOC346;31
LOC114;LOC718;35
LOC764;LOC242;48
LOC144;LOC750;94
LOC161;LOC867;14
LOC656;LOC879;15
LOC3;LOC158;15
LOC746;LOC63;6
LOC744;LOC638;24
LOC884;LOC685;58
LOC857;LOC48;74
LOC998;LOC558;85
LOC438;LOC270;51
LOC697;LOC730;10
LOC369;LOC437;77
LOC847;LOC532;26
LOC152;LOC599;99
LOC400;LOC709;62
LOC1;LOC172;24
LOC955;LOC115;8
LOC872;LOC661;10
LOC484;LOC222;62
LOC575;LOC497;90
LOC982;LOC235;76
LOC447;LOC13;26
LOC612;LOC141;90
LOC147;LOC23;26
LOC50;LOC776;61
LOC839;LOC581;75
LOC161;LOC126;5
LOC967;LOC812;1
LOC987;LOC226;23
LOC117;LOC298;91
LOC747;LOC263;32
LOC241;LOC251;46
LOC572;LOC961;17
LOC58;LOC442;68
LOC367;LOC311;77
LOC272;LOC532;88
LOC434;LOC297;71
LOC223;LOC620;16
LOC224;LOC705;35
LOC463;LOC748;94
LOC805;LOC460;56
LOC620;LOC311;78
LOC766;LOC210;94
LOC122;LOC739;30
LOC953;LOC583;69
LOC380;LOC825;26
LOC411;LOC403;74
LOC72;LOC844;85
LOC109;LOC258;93
LOC46;LOC735;49
LOC825;LOC48;64
LOC792;LOC116;55
LOC402;LOC305;22
LOC973;LOC411;74
LOC581;LOC639;53
LOC740;LOC629;38
LOC93;LOC550;13
LOC543;LOC891;19
LOC888;LOC37;75
LOC509;LOC213;65
LOC108;LOC694;70
LOC114;LOC507;53
LOC606;LOC563;54
LOC196;LOC34;59
LOC802;LOC205;65
LOC551;LOC493;67
LOC409;LOC365;15
LOC837;LOC494;31
LOC859;LOC349;83
LOC70;LOC429;27
LOC48;LOC479;71
LOC119;LOC511;8
LOC148;LOC941;47
LOC479;LOC495;36
LOC941;LOC622;13
LOC265;LOC402;52
LOC543;LOC297;69
LOC679;LOC698;83
LOC791;LOC459;96
LOC207;LOC663;62
LOC654;LOC863;24
LOC720;LOC927;25
LOC437;LOC520;48
LOC808;LOC495;35
LOC881;LOC283;21
LOC653;LOC431;98
LOC935;LOC917;55
LOC13;LOC564;25
LOC549;LOC428;64
LOC745;LOC784;5
LOC693;LOC554;68
LOC45;LOC33;95
LOC718;LOC868;79
LOC930;LOC686;2
LOC684;LOC851;32
LOC718;LOC614;82
LOC249;LOC884;16
LOC722;LOC753;3
LOC259;LOC108;33
LOC136;LOC932;81
LOC632;LOC616;86
LOC86;LOC148;17
LOC802;LOC586;72
LOC344;LOC337;96
LOC471;LOC857;99
LOC497;LOC399;31
LOC110;LOC130;24
LOC5;LOC476;98
LOC144;LOC968;3
LOC489;LOC847;99
LOC212;LOC210;90
LOC811;LOC196;25
LOC151;LOC949;32
LOC216;LOC106;73
LOC686;LOC530;4
LOC480;LOC969;37
LOC283;LOC788;26
LOC816;LOC899;21
LOC93;LOC699;71
LOC106;LOC892;24
LOC975;LOC8;20
LOC397;LOC951;6
LOC69;LOC7;51
LOC673;LOC241;10
LOC325;LOC102;39
LOC925;LOC137;14
LOC94;LOC507;86
LOC160;LOC58;5
LOC433;LOC405;21
LOC725;LOC700;83
LOC351;LOC643;100
LOC740;LOC201;28
LOC381;LOC739;28
LOC218;LOC981;94
LOC173;LOC58;45
LOC76;LOC601;12
LOC616;LOC507;68
LOC468;LOC865;68
LOC309;LOC115;98
LOC483;LOC148;11
LOC183;LOC693;52
LOC970;LOC459;88
LOC912;LOC474;6
LOC613;LOC689;91
LOC805;LOC431;83
LOC621;LOC637;1
LOC109;LOC316;37
LOC601;LOC138;24
LOC56;LOC181;12
LOC744;LOC579;89
LOC516;LOC854;16
LOC37;LOC300;82
LOC289;LOC391;38
LOC402;LOC169;28
LOC554;LOC310;83
LOC242;LOC533;59
LOC268;LOC963;19
LOC430;LOC262;15
LOC816;LOC513;67
LOC991;LOC619;92
LOC583;LOC839;58
LOC821;LOC384;15
LOC934;LOC413;79
LOC247;LOC77;38
LOC236;LOC107;24
LOC536;LOC753;91
LOC210;LOC184;30
LOC992;LOC804;73
LOC535;LOC234;84
LOC48;LOC40;45
LOC464;LOC877;90
LOC99;LOC729;58
LOC472;LOC153;6
LOC805;LOC195;25
LOC822;LOC47;38
LOC646;LOC208;33
LOC345;LOC379;27
LOC271;LOC346;19
LOC519;LOC291;2
LOC294;LOC35;8
LOC546;LOC558;86
LOC255;LOC503;68
LOC34;LOC317;30
LOC449;LOC696;10
LOC390;LOC707;60
LOC44;LOC121;8
LOC608;LOC712;78
LOC656;LOC212;16
LOC539;LOC778;44
LOC609;LOC860;42
LOC880;LOC974;15
LOC207;LOC192;87
LOC493;LOC252;78
LOC163;LOC783;4
LOC189;LOC668;7
LOC755;LOC402;97
LOC318;LOC981;56
LOC753;LOC726;5
LOC898;LOC33;90
LOC207;LOC464;23
LOC818;LOC723;89
LOC682;LOC281;95
LOC249;LOC886;5
LOC754;LOC247;37
LOC946;LOC887;63
LOC448;LOC483;7
LOC349;LOC148;13
LOC801;LOC7;42
LOC893;LOC917;46
LOC738;LOC542;86
LOC331;LOC557;60
LOC192;LOC629;71
LOC956;LOC117;9
LOC905;LOC543;57
LOC737;LOC381;70
LOC897;LOC546;50
LOC77;LOC147;64
LOC438;LOC610;39
LOC77;LOC479;33
LOC711;LOC86;8
LOC733;LOC351;32
LOC666;LOC493;52
LOC536;LOC3;94
LOC722;LOC430;77
LOC54;LOC143;24
LOC171;LOC448;76
LOC10;LOC725;15
LOC922;LOC668;73
LOC38;LOC586;27
LOC882;LOC569;29
LOC326;LOC112;54
LOC850;LOC224;69
LOC120;LOC640;8
LOC514;LOC872;16
LOC872;LOC492;7
LOC701;LOC164;70
LOC841;LOC646;90
LOC813;LOC829;97
LOC599;LOC885;61
LOC961;LOC869;22
LOC226;LOC751;48
LOC180;LOC143;11
LOC62;LOC974;11
LOC843;LOC112;17
LOC356;LOC953;23
LOC545;LOC546;54
LOC337;LOC479;66
LOC81;LOC600;2
LOC338;LOC106;70
LOC316;LOC296;61
LOC639;LOC412;36
LOC277;LOC972;99
LOC811;LOC743;52
LOC43;LOC348;98
LOC336;LOC858;32
LOC876;LOC126;1
LOC659;LOC874;10
LOC143;LOC417;45
LOC758;LOC532;57
LOC814;LOC340;65
LOC711;LOC331;80
LOC962;LOC687;19
LOC580;LOC22;52
LOC444;LOC617;74
LOC529;LOC578;5
LOC758;LOC832;2
LOC662;LOC184;88
LOC732;LOC387;78
LOC872;LOC909;73
LOC162;LOC756;20
LOC575;LOC66;72
LOC128;LOC145;2
LOC282;LOC818;43
LOC625;LOC463;49
LOC274;LOC521;78
LOC785;LOC543;2
LOC908;LOC200;51
LOC74;LOC16;16
LOC673;LOC679;15
LOC49;LOC485;92
LOC155;LOC730;88
LOC950;LOC651;19
LOC905;LOC931;53
LOC484;LOC161;50
LOC19;LOC442;38
LOC138;LOC973;45
LOC300;LOC425;90
LOC217;LOC752;35
LOC199;LOC743;8
LOC359;LOC183;53
LOC915;LOC206;64
LOC597;LOC542;50
LOC886;LOC871;22
LOC726;LOC299;99
LOC934;LOC159;41
LOC604;LOC200;97
LOC787;LOC20;61
LOC823;LOC741;33
LOC779;LOC166;19
LOC863;LOC272;36
LOC435;LOC609;94
LOC471;LOC658;43
LOC476;LOC770;27
LOC769;LOC172;6
LOC819;LOC180;78
LOC419;LOC938;40
LOC942;LOC668;13
LOC31;LOC377;74
LOC446;LOC25;58
LOC685;LOC906;13
LOC203;LOC894;90
LOC284;LOC616;5
LOC649;LOC540;7
LOC596;LOC181;57
LOC319;LOC743;85
LOC202;LOC927;22
LOC264;LOC367;47
LOC604;LOC512;14
LOC938;LOC578;74
LOC399;LOC925;27
LOC547;LOC139;60
LOC441;LOC734;51
LOC573;LOC316;47
LOC487;LOC983;23
LOC829;LOC191;68
LOC308;LOC191;52
LOC380;LOC529;30
LOC985;LOC168;32
LOC412;LOC479;54
LOC633;LOC629;35
LOC178;LOC456;71
LOC550;LOC474;96
LOC181;LOC873;84
LOC528;LOC831;8
LOC993;LOC6;99
LOC936;LOC749;30
LOC60;LOC726;91
LOC190;LOC650;66
LOC210;LOC621;74
LOC508;LOC736;80
LOC645;LOC408;95
LOC196;LOC212;29
LOC873;LOC218;69
LOC31;LOC786;37
LOC25;LOC664;47
LOC293;LOC944;16
LOC882;LOC295;76
LOC103;LOC405;69
LOC902;LOC582;61
LOC12;LOC62;1
LOC557;LOC975;40
LOC280;LOC927;72
LOC30;LOC519;90
LOC930;LOC998;79
LOC373;LOC305;99
LOC48;LOC651;3
LOC730;LOC957;66
LOC954;LOC397;50
LOC764;LOC660;14
LOC454;LOC831;68
LOC208;LOC644;27
LOC864;LOC683;2
LOC49;LOC89;40
LOC833;LOC164;36
LOC169;LOC188;45
LOC233;LOC618;60
LOC342;LOC906;59
LOC13;LOC10;69
LOC784;LOC398;57
LOC944;LOC98;49
LOC119;LOC520;52
LOC964;LOC33;46
LOC885;LOC904;97
LOC401;LOC66;29
LOC29;LOC314;84
LOC409;LOC245;19
LOC115;LOC542;31
LOC770;LOC551;63
LOC324;LOC262;87
LOC145;LOC710;27
LOC74;LOC933;50
LOC507;LOC88;94
LOC242;LOC174;13
LOC485;LOC196;28
LOC197;LOC295;27
LOC792;LOC269;39
LOC840;LOC311;8
LOC607;LOC238;92
LOC539;LOC727;11
LOC379;LOC781;90
LOC190;LOC469;94
LOC173;LOC983;98
LOC109;LOC654;45
LOC206;LOC866;21
LOC432;LOC88;34
LOC79;LOC380;93
LOC242;LOC879;39
LOC216;LOC828;73
LOC581;LOC336;89
LOC367;LOC95;43
LOC362;LOC431;79
LOC912;LOC713;5
LOC745;LOC245;80
LOC290;LOC292;39
LOC341;LOC705;85
LOC608;LOC496;19
LOC88;LOC142;9
LOC872;LOC888;67
LOC763;LOC900;47
LOC102;LOC268;61
LOC319;LOC478;89
LOC967;LOC845;90
LOC384;LOC186;39
LOC234;LOC875;1
LOC2;LOC4;99
LOC427;LOC482;46
LOC536;LOC881;16
LOC661;LOC136;39
LOC47;LOC762;21
LOC299;LOC510;10
LOC721;LOC882;2
LOC978;LOC139;78
LOC237;LOC437;73
LOC108;LOC648;70
LOC955;LOC945;8
LOC826;LOC861;68
LOC545;LOC391;17
LOC393;LOC309;23
LOC523;LOC876;71
LOC210;LOC319;31
LOC416;LOC822;68
LOC438;LOC176;55
LOC553;LOC675;63
LOC869;LOC68;48
LOC876;LOC292;33
LOC463;LOC830;51
LOC445;LOC898;84
LOC598;LOC665;1
LOC356;LOC60;73
LOC335;LOC85;43
LOC515;LOC540;54
LOC775;LOC618;49
LOC132;LOC525;84
LOC532;LOC100;28
LOC89;LOC560;94
LOC703;LOC749;91
LOC51;LOC769;26
LOC195;LOC700;58
LOC138;LOC886;15
LOC964;LOC297;3
LOC714;LOC280;86
LOC942;LOC458;93
LOC361;LOC587;54
LOC721;LOC530;47
LOC550;LOC178;78
LOC834;LOC674;28
LOC574;LOC665;74
LOC614;LOC422;25
LOC891;LOC240;38
LOC4;LOC358;50
LOC279;LOC871;2
LOC408;LOC673;64
LOC627;LOC597;20
LOC281;LOC971;88
LOC729;LOC922;91
LOC164;LOC191;15
LOC123;LOC880;40
LOC259;LOC218;20
LOC119;LOC889;39
LOC909;LOC35;88
LOC426;LOC395;61
LOC501;LOC816;47
LOC418;LOC303;13
LOC628;LOC170;48
LOC245;LOC610;41
LOC796;LOC118;22
LOC39;LOC477;4
LOC816;LOC105;99
LOC460;LOC23;72
LOC819;LOC673;7
LOC570;LOC916;54
LOC662;LOC649;39
LOC384;LOC56;33
LOC469;LOC932;96
LOC192;LOC54;63
LOC669;LOC906;70
LOC413;LOC770;54
LOC41;LOC51;63
LOC946;LOC798;100
LOC502;LOC261;38
LOC767;LOC105;91
LOC481;LOC488;78
LOC638;LOC51;23
LOC777;LOC799;7
LOC220;LOC128;1
LOC789;LOC3;98
LOC988;LOC191;80
LOC963;LOC541;98
LOC657;LOC415;52
LOC985;LOC68;99
LOC156;LOC197;99
LOC989;LOC507;46
LOC92;LOC546;47
LOC320;LOC418;13
LOC387;LOC813;36
LOC363;LOC804;40
LOC376;LOC521;88
LOC365;LOC361;10
LOC414;LOC815;91
LOC451;LOC418;100
LOC415;LOC658;20
LOC44;LOC91;29
LOC65;LOC28;94
LOC827;LOC527;62
LOC348;LOC763;95
LOC599;LOC657;20
LOC498;LOC47;16
LOC614;LOC404;2
LOC551;LOC581;24
LOC294;LOC515;15
LOC849;LOC14;13
LOC106;LOC187;8
LOC884;LOC75;22
LOC709;LOC348;61
LOC504;LOC494;44
LOC229;LOC560;1
LOC688;LOC312;83
LOC129;LOC897;90
LOC443;LOC370;26
LOC722;LOC243;87
LOC106;LOC557;34
LOC180;LOC960;24
LOC954;LOC305;84
LOC706;LOC393;18
LOC310;LOC348;77
LOC966;LOC991;1
LOC750;LOC434;88
LOC781;LOC913;73
LOC434;LOC989;57
LOC753;LOC856;34
LOC95;LOC941;22
LOC939;LOC674;57
LOC116;LOC872;19
LOC519;LOC382;14
LOC467;LOC552;90
LOC584;LOC446;57
LOC481;LOC476;62
LOC103;LOC548;27
LOC686;LOC178;23
LOC937;LOC590;90
LOC380;LOC770;63
LOC568;LOC548;59
LOC770;LOC763;53
LOC352;LOC334;98
LOC131;LOC59;46
LOC370;LOC369;19
LOC31;LOC631;21
LOC604;LOC300;80
LOC960;LOC607;17
LOC943;LOC778;2
LOC944;LOC505;79
LOC344;LOC635;76
LOC758;LOC166;94
LOC157;LOC598;84
LOC816;LOC311;76
LOC993;LOC602;5
LOC828;LOC732;86
LOC984;LOC882;26
LOC269;LOC317;14
LOC69;LOC480;61
LOC852;LOC662;97
LOC691;LOC137;88
LOC956;LOC226;4
